,Time,Category,Seasonally_Adj,VS,NO,UO,TI,MPCVS,MPCNO,MPCUO,MPCTI
684,1993-06,DXD,yes,125776,124266,293578,211567,0.8,3.9,0.6,0.2
685,1993-06,DXD,no,136604,132816,293443,211011,9.8,12.4,-0.1,-1.1
686,1993-06,MTU,yes,94147,93493,438096,194242,0.5,4.1,-0.1,0.3
687,1993-06,MTU,no,102302,98725,438252,194309,10.5,15.0,-0.8,-0.8
688,1993-06,31S,yes,10701,10692,20871,18531,2.2,1.2,0.0,-0.6
689,1993-06,31S,no,11375,10912,21233,18351,6.8,6.4,-2.1,-1.4
690,1993-06,32S,yes,14886,14456,27842,25612,0.9,1.8,-1.5,-0.4
691,1993-06,32S,no,15973,15403,27986,25857,7.0,7.4,-2.0,-0.5
692,1993-06,33S,yes,16857,16781,40049,36409,1.3,2.1,-0.2,0.7
693,1993-06,33S,no,18343,17789,40004,36267,7.9,8.8,-1.4,-0.6
694,1993-06,34S,yes,24124,19770,82909,43966,3.9,-3.5,-1.4,-0.1
695,1993-06,34S,no,26641,21713,82426,43828,22.2,17.5,-1.9,-1.9
696,1993-06,CRP,yes,5167,4969,6458,9689,4.7,-6.1,-3.0,0.9
697,1993-06,CRP,no,6570,6372,6458,9395,53.2,37.2,-3.0,-5.1
698,1993-06,34X,yes,3426,3794,13908,6701,-2.3,5.2,2.7,0.8
699,1993-06,34X,no,3832,4329,13890,6637,18.1,37.5,3.7,-2.6
700,1993-06,35S,yes,7257,7197,12266,12518,-0.6,-1.6,-0.5,0.0
701,1993-06,35S,no,7946,7662,12156,12722,10.9,8.1,-2.3,-1.9
702,1993-06,36S,yes,38098,39073,246351,65371,-0.8,11.5,0.4,0.2
703,1993-06,36S,no,41477,41365,246784,65005,6.0,19.7,0.0,-0.8
704,1993-06,MVP,yes,25977,26002,12123,16969,1.7,-0.8,0.2,-0.1
705,1993-06,MVP,no,27800,27478,11684,16469,2.9,0.1,-2.7,-1.7
706,1993-06,NAP,yes,4928,6735,121750,24206,-8.9,116.7,1.5,0.4
707,1993-06,NAP,no,6160,7729,122020,24146,29.5,162.6,1.3,-1.5
708,1993-06,DAP,yes,2905,2607,47077,15811,-4.7,1.2,-0.6,-0.4
709,1993-06,DAP,no,3024,2703,47798,15959,5.2,62.1,-0.7,-0.2
710,1993-06,ODG,yes,22156,22243,7808,35675,-1.0,-1.1,1.1,0.2
711,1993-06,ODG,no,23648,23615,7663,35678,7.6,6.6,-0.4,-0.8
712,1993-06,TCG,yes,48203,47789,306833,120515,-0.3,6.0,-0.1,-0.1
713,1993-06,TCG,no,53588,52070,307316,120293,14.8,25.4,-0.5,-1.5
714,1993-06,NDE,yes,40777,42739,175585,97966,-0.9,8.8,1.1,0.4
715,1993-06,NDE,no,45800,47324,175874,97710,15.8,26.6,0.9,-1.4
716,1993-06,NXA,yes,38235,38381,91384,79427,1.0,1.4,0.2,0.5
717,1993-06,NXA,no,42503,41990,91280,79242,16.1,16.7,-0.6,-1.3
718,1993-06,DEF,yes,7426,5050,131248,22549,3.0,-12.5,-1.8,-2.3
719,1993-06,DEF,no,7788,4746,131442,22583,9.4,14.8,-2.3,-2.3
720,1993-07,MDM,yes,131105,128111,437944,237392,-2.2,-1.6,0.0,-0.3
721,1993-07,MDM,no,111370,107698,437012,239218,-23.4,-22.2,-0.3,0.6
722,1993-07,DXT,yes,94800,92496,192283,172281,-1.2,1.5,0.3,-0.2
723,1993-07,DXT,no,85507,83781,192174,173836,-17.7,-13.7,0.4,0.7
724,1993-07,DXD,yes,122757,119325,292988,211196,-2.4,-4.0,-0.2,-0.2
725,1993-07,DXD,no,103776,100925,293024,212727,-24.0,-24.0,-0.1,0.8
726,1993-07,MTU,yes,92175,92023,437944,193889,-2.1,-1.6,0.0,-0.2
727,1993-07,MTU,no,80041,78801,437012,195663,-21.8,-20.2,-0.3,0.7
728,1993-07,31S,yes,10408,10427,20890,18425,-2.7,-2.5,0.1,-0.6
729,1993-07,31S,no,9285,9151,21099,18565,-18.4,-16.1,-0.6,1.2
730,1993-07,32S,yes,14747,14738,27833,25779,-0.9,2.0,0.0,0.7
731,1993-07,32S,no,13425,13627,28188,26160,-16.0,-11.5,0.7,1.2
732,1993-07,33S,yes,16267,16926,40708,35853,-3.5,0.9,1.6,-1.5
733,1993-07,33S,no,14735,15130,40399,35845,-19.7,-14.9,1.0,-1.2
734,1993-07,34S,yes,23794,20734,82691,44043,-1.4,4.9,-0.3,0.2
735,1993-07,34S,no,20455,17837,82240,44957,-23.2,-17.9,-0.2,2.6
736,1993-07,CRP,yes,5159,5278,6577,9783,-0.2,6.2,1.8,1.0
737,1993-07,CRP,no,4095,4214,6577,10052,-37.7,-33.9,1.8,7.0
738,1993-07,34X,yes,3561,3710,14057,6708,3.9,-2.2,1.1,0.1
739,1993-07,34X,no,3008,2998,13880,6737,-21.5,-30.7,-0.1,1.5
